Postcode,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
6227,WA,Hydrogen Cell Vehicle,0,0,0
6227,WA,Hybrid,0,4,7
6228,WA,Internal Combustion Engine,196,180,190
6228,WA,Battery Electric Vehicle,0,0,0
6228,WA,Hydrogen Cell Vehicle,0,0,0
6228,WA,Hybrid,0,0,0
6229,WA,Internal Combustion Engine,818,936,968
6229,WA,Battery Electric Vehicle,0,0,0
6229,WA,Hydrogen Cell Vehicle,0,0,0
6229,WA,Hybrid,3,3,0
6230,WA,Internal Combustion Engine,36156,37041,37473
6230,WA,Battery Electric Vehicle,9,20,44
6230,WA,Hydrogen Cell Vehicle,0,0,0
6230,WA,Hybrid,190,300,412
6232,WA,Internal Combustion Engine,8276,8539,8740
6232,WA,Battery Electric Vehicle,3,0,6
6232,WA,Hydrogen Cell Vehicle,0,0,0
6232,WA,Hybrid,30,49,69
6233,WA,Internal Combustion Engine,16160,16484,16939
6233,WA,Battery Electric Vehicle,0,0,9
6233,WA,Hydrogen Cell Vehicle,0,0,0
6233,WA,Hybrid,70,107,163
6236,WA,Internal Combustion Engine,2165,2195,2301
6236,WA,Battery Electric Vehicle,0,0,3
6236,WA,Hydrogen Cell Vehicle,0,0,0
6236,WA,Hybrid,8,13,13
6237,WA,Internal Combustion Engine,2476,2612,2675
6237,WA,Battery Electric Vehicle,0,0,4
6237,WA,Hydrogen Cell Vehicle,0,0,0
6237,WA,Hybrid,12,15,26
6239,WA,Internal Combustion Engine,4466,4606,4728
6239,WA,Battery Electric Vehicle,0,0,0
6239,WA,Hydrogen Cell Vehicle,0,0,0
6239,WA,Hybrid,15,25,41
6240,WA,Internal Combustion Engine,158,158,159
6240,WA,Battery Electric Vehicle,0,0,0
6240,WA,Hydrogen Cell Vehicle,0,0,0
6240,WA,Hybrid,0,0,0
6243,WA,Internal Combustion Engine,70,81,78
6243,WA,Battery Electric Vehicle,0,0,0
6243,WA,Hydrogen Cell Vehicle,0,0,0
6243,WA,Hybrid,0,0,0
6244,WA,Internal Combustion Engine,1722,1791,1846
6244,WA,Battery Electric Vehicle,0,0,0
6244,WA,Hydrogen Cell Vehicle,0,0,0
6244,WA,Hybrid,4,6,12
6251,WA,Internal Combustion Engine,393,435,456
6251,WA,Battery Electric Vehicle,0,0,0
6251,WA,Hydrogen Cell Vehicle,0,0,0
6251,WA,Hybrid,4,3,4
6252,WA,Internal Combustion Engine,124,135,133
6252,WA,Battery Electric Vehicle,0,0,0
6252,WA,Hydrogen Cell Vehicle,0,0,0
6252,WA,Hybrid,0,3,3
6253,WA,Internal Combustion Engine,687,703,720
6253,WA,Battery Electric Vehicle,3,0,3
6253,WA,Hydrogen Cell Vehicle,0,0,0
6253,WA,Hybrid,0,4,4
6254,WA,Internal Combustion Engine,590,583,663
6254,WA,Battery Electric Vehicle,0,0,3
6254,WA,Hydrogen Cell Vehicle,0,0,0
6254,WA,Hybrid,3,0,6
6255,WA,Internal Combustion Engine,3971,4124,4230
6255,WA,Battery Electric Vehicle,0,0,0
6255,WA,Hydrogen Cell Vehicle,0,0,0
6255,WA,Hybrid,22,30,46
6256,WA,Internal Combustion Engine,228,269,299
6256,WA,Battery Electric Vehicle,0,0,0
6256,WA,Hydrogen Cell Vehicle,0,0,0
6256,WA,Hybrid,0,0,3
6258,WA,Internal Combustion Engine,6006,6195,6272
6258,WA,Battery Electric Vehicle,0,6,4
6258,WA,Hydrogen Cell Vehicle,0,0,0
6258,WA,Hybrid,24,38,62
6260,WA,Internal Combustion Engine,1380,1410,1414
6260,WA,Battery Electric Vehicle,0,0,3
6260,WA,Hydrogen Cell Vehicle,0,0,0
6260,WA,Hybrid,5,6,9
6262,WA,Internal Combustion Engine,810,820,838
6262,WA,Battery Electric Vehicle,0,0,0
6262,WA,Hydrogen Cell Vehicle,0,0,0
6262,WA,Hybrid,4,4,5
6271,WA,Internal Combustion Engine,3191,3319,3422
6271,WA,Battery Electric Vehicle,0,0,3
6271,WA,Hydrogen Cell Vehicle,0,0,0
6271,WA,Hybrid,7,17,22
6275,WA,Internal Combustion Engine,1470,1501,1555
6275,WA,Battery Electric Vehicle,3,3,4
6275,WA,Hydrogen Cell Vehicle,0,0,0
6275,WA,Hybrid,14,16,14
6280,WA,Internal Combustion Engine,25194,26060,26498
6280,WA,Battery Electric Vehicle,5,16,29
6280,WA,Hydrogen Cell Vehicle,0,0,0
6280,WA,Hybrid,179,272,382
6281,WA,Internal Combustion Engine,7168,7482,7703
6281,WA,Battery Electric Vehicle,5,9,25
6281,WA,Hydrogen Cell Vehicle,0,0,0
6281,WA,Hybrid,55,80,120
6282,WA,Internal Combustion Engine,1563,1644,1668
6282,WA,Battery Electric Vehicle,3,3,11
6282,WA,Hydrogen Cell Vehicle,0,0,0
6282,WA,Hybrid,15,20,26
6284,WA,Internal Combustion Engine,2411,2532,2595
6284,WA,Battery Electric Vehicle,0,0,7
6284,WA,Hydrogen Cell Vehicle,0,0,0
6284,WA,Hybrid,18,21,28
6285,WA,Internal Combustion Engine,8965,9384,9612
6285,WA,Battery Electric Vehicle,8,16,35
6285,WA,Hydrogen Cell Vehicle,0,0,0
6285,WA,Hybrid,50,70,104
6286,WA,Internal Combustion Engine,783,892,1079
6286,WA,Battery Electric Vehicle,0,0,4
6286,WA,Hydrogen Cell Vehicle,0,0,0
6286,WA,Hybrid,5,11,12
6288,WA,Internal Combustion Engine,659,675,713
6288,WA,Battery Electric Vehicle,0,0,0
6288,WA,Hydrogen Cell Vehicle,0,0,0
6288,WA,Hybrid,0,5,4
6290,WA,Internal Combustion Engine,1838,1886,1943
6290,WA,Battery Electric Vehicle,0,0,4
6290,WA,Hydrogen Cell Vehicle,0,0,0
6290,WA,Hybrid,8,12,17
6302,WA,Internal Combustion Engine,3665,3784,3920
6302,WA,Battery Electric Vehicle,0,3,3
6302,WA,Hydrogen Cell Vehicle,0,0,0
6302,WA,Hybrid,18,22,27
6304,WA,Internal Combustion Engine,1870,1913,1996
6304,WA,Battery Electric Vehicle,0,3,0
6304,WA,Hydrogen Cell Vehicle,0,0,0
6304,WA,Hybrid,7,9,7
6306,WA,Internal Combustion Engine,1064,1079,1087
6306,WA,Battery Electric Vehicle,0,0,0
6306,WA,Hydrogen Cell Vehicle,0,0,0
6306,WA,Hybrid,3,0,4
6308,WA,Internal Combustion Engine,1768,1786,1828
6308,WA,Battery Electric Vehicle,0,0,3
6308,WA,Hydrogen Cell Vehicle,0,0,0
6308,WA,Hybrid,0,4,6
6309,WA,Internal Combustion Engine,379,371,417
6309,WA,Battery Electric Vehicle,0,0,0
6309,WA,Hydrogen Cell Vehicle,0,0,0
6309,WA,Hybrid,0,0,0
6311,WA,Internal Combustion Engine,649,662,641
6311,WA,Battery Electric Vehicle,0,0,0
6311,WA,Hydrogen Cell Vehicle,0,0,0
6311,WA,Hybrid,0,3,6
6312,WA,Internal Combustion Engine,3884,3925,3937
6312,WA,Battery Electric Vehicle,0,0,3
6312,WA,Hydrogen Cell Vehicle,0,0,0
6312,WA,Hybrid,16,24,28
6313,WA,Internal Combustion Engine,229,242,234
6313,WA,Battery Electric Vehicle,0,0,0
6313,WA,Hydrogen Cell Vehicle,0,0,0
6313,WA,Hybrid,0,0,0
6315,WA,Internal Combustion Engine,1989,2009,2021
6315,WA,Battery Electric Vehicle,0,0,0
6315,WA,Hydrogen Cell Vehicle,0,0,0
6315,WA,Hybrid,5,8,12
6316,WA,Internal Combustion Engine,466,459,448
6316,WA,Battery Electric Vehicle,0,0,0
6316,WA,Hydrogen Cell Vehicle,0,0,0
6316,WA,Hybrid,0,0,0
6317,WA,Internal Combustion Engine,3535,3523,3552
6317,WA,Battery Electric Vehicle,3,3,3
6317,WA,Hydrogen Cell Vehicle,0,0,0
6317,WA,Hybrid,13,20,25
6318,WA,Internal Combustion Engine,544,586,591
6318,WA,Battery Electric Vehicle,0,0,0
6318,WA,Hydrogen Cell Vehicle,0,0,0
6318,WA,Hybrid,3,0,0
6320,WA,Internal Combustion Engine,633,637,646
6320,WA,Battery Electric Vehicle,0,0,0
6320,WA,Hydrogen Cell Vehicle,0,0,0
6320,WA,Hybrid,0,3,3
6321,WA,Internal Combustion Engine,567,582,578
6321,WA,Battery Electric Vehicle,0,0,0
6321,WA,Hydrogen Cell Vehicle,0,0,0
6321,WA,Hybrid,3,3,0
6322,WA,Internal Combustion Engine,307,300,316
6322,WA,Battery Electric Vehicle,0,0,0
6322,WA,Hydrogen Cell Vehicle,0,0,0
6322,WA,Hybrid,3,3,0
6323,WA,Internal Combustion Engine,1097,1101,1183
6323,WA,Battery Electric Vehicle,0,0,0
6323,WA,Hydrogen Cell Vehicle,0,0,0
6323,WA,Hybrid,3,4,5
6324,WA,Internal Combustion Engine,3526,3649,3713
6324,WA,Battery Electric Vehicle,0,0,3
6324,WA,Hydrogen Cell Vehicle,0,0,0
6324,WA,Hybrid,7,11,20
6326,WA,Internal Combustion Engine,598,598,610
6326,WA,Battery Electric Vehicle,0,0,3
6326,WA,Hydrogen Cell Vehicle,0,0,0
6326,WA,Hybrid,3,4,5
6327,WA,Internal Combustion Engine,286,304,301
6327,WA,Battery Electric Vehicle,0,0,0
6327,WA,Hydrogen Cell Vehicle,0,0,0
6327,WA,Hybrid,0,0,0
6328,WA,Internal Combustion Engine,574,556,578
6328,WA,Battery Electric Vehicle,0,0,0
6328,WA,Hydrogen Cell Vehicle,0,0,0
6328,WA,Hybrid,0,3,3
6330,WA,Internal Combustion Engine,32395,32993,33650
6330,WA,Battery Electric Vehicle,11,16,32
6330,WA,Hydrogen Cell Vehicle,0,0,0
6330,WA,Hybrid,124,192,296
6333,WA,Internal Combustion Engine,5659,5811,5907
6333,WA,Battery Electric Vehicle,0,8,21
6333,WA,Hydrogen Cell Vehicle,0,0,0
6333,WA,Hybrid,33,49,66
6335,WA,Internal Combustion Engine,831,858,892
6335,WA,Battery Electric Vehicle,0,0,3
6335,WA,Hydrogen Cell Vehicle,0,0,0
6335,WA,Hybrid,3,3,5
6336,WA,Internal Combustion Engine,376,392,406
6336,WA,Battery Electric Vehicle,0,0,0
6336,WA,Hydrogen Cell Vehicle,0,0,0
6336,WA,Hybrid,3,0,0
6337,WA,Internal Combustion Engine,725,758,757
6337,WA,Battery Electric Vehicle,0,0,0
6337,WA,Hydrogen Cell Vehicle,0,0,0
6337,WA,Hybrid,0,0,0
6338,WA,Internal Combustion Engine,920,950,985
6338,WA,Battery Electric Vehicle,0,3,0
6338,WA,Hydrogen Cell Vehicle,0,0,0
6338,WA,Hybrid,0,4,6
6341,WA,Internal Combustion Engine,299,314,327
6341,WA,Battery Electric Vehicle,0,0,3
6341,WA,Hydrogen Cell Vehicle,0,0,0
6341,WA,Hybrid,3,0,3
6343,WA,Internal Combustion Engine,295,285,323
6343,WA,Battery Electric Vehicle,0,0,0
6343,WA,Hydrogen Cell Vehicle,0,0,0
6343,WA,Hybrid,0,0,0
6346,WA,Internal Combustion Engine,873,866,940
6346,WA,Battery Electric Vehicle,0,0,3
6346,WA,Hydrogen Cell Vehicle,0,0,0
6346,WA,Hybrid,0,3,0
6348,WA,Internal Combustion Engine,891,957,983
6348,WA,Battery Electric Vehicle,0,0,0
6348,WA,Hydrogen Cell Vehicle,0,0,0
6348,WA,Hybrid,3,3,0
6350,WA,Internal Combustion Engine,491,497,486
6350,WA,Battery Electric Vehicle,0,0,3
6350,WA,Hydrogen Cell Vehicle,0,0,0
6350,WA,Hybrid,3,3,3
6351,WA,Internal Combustion Engine,33,41,50
6351,WA,Battery Electric Vehicle,0,0,0
6351,WA,Hydrogen Cell Vehicle,0,0,0
6351,WA,Hybrid,0,0,0
6352,WA,Internal Combustion Engine,229,226,241
6352,WA,Battery Electric Vehicle,0,0,0
6352,WA,Hydrogen Cell Vehicle,0,0,0
6352,WA,Hybrid,0,0,0
6353,WA,Internal Combustion Engine,886,890,935
6353,WA,Battery Electric Vehicle,0,0,0
6353,WA,Hydrogen Cell Vehicle,0,0,0
6353,WA,Hybrid,3,3,3
6355,WA,Internal Combustion Engine,693,717,695
6355,WA,Battery Electric Vehicle,0,0,0
6355,WA,Hydrogen Cell Vehicle,0,0,0
6355,WA,Hybrid,0,3,8
6356,WA,Internal Combustion Engine,202,187,178
6356,WA,Battery Electric Vehicle,0,0,0
6356,WA,Hydrogen Cell Vehicle,0,0,0
6356,WA,Hybrid,0,0,0
6357,WA,Internal Combustion Engine,118,122,117
6357,WA,Battery Electric Vehicle,0,0,0
6357,WA,Hydrogen Cell Vehicle,0,0,0
6357,WA,Hybrid,0,0,0
6358,WA,Internal Combustion Engine,141,130,132
6358,WA,Battery Electric Vehicle,0,0,0
6358,WA,Hydrogen Cell Vehicle,0,0,0
6358,WA,Hybrid,3,0,3
6359,WA,Internal Combustion Engine,521,511,536
6359,WA,Battery Electric Vehicle,0,0,0
6359,WA,Hydrogen Cell Vehicle,0,0,0
6359,WA,Hybrid,0,3,5
6361,WA,Internal Combustion Engine,141,150,141
6361,WA,Battery Electric Vehicle,0,0,0
6361,WA,Hydrogen Cell Vehicle,0,0,0
6361,WA,Hybrid,0,0,0
6363,WA,Internal Combustion Engine,69,68,81
6363,WA,Battery Electric Vehicle,0,0,0
6363,WA,Hydrogen Cell Vehicle,0,0,0
6363,WA,Hybrid,0,0,0
6365,WA,Internal Combustion Engine,686,686,667
6365,WA,Battery Electric Vehicle,0,0,0
6365,WA,Hydrogen Cell Vehicle,0,0,0
6365,WA,Hybrid,3,3,3
6367,WA,Internal Combustion Engine,396,389,375
6367,WA,Battery Electric Vehicle,0,0,0
6367,WA,Hydrogen Cell Vehicle,0,0,0
6367,WA,Hybrid,0,0,0
6368,WA,Internal Combustion Engine,11,18,18
6368,WA,Battery Electric Vehicle,0,0,0
6368,WA,Hydrogen Cell Vehicle,0,0,0
6368,WA,Hybrid,0,0,0
6369,WA,Internal Combustion Engine,772,761,788
6369,WA,Battery Electric Vehicle,0,0,0
6369,WA,Hydrogen Cell Vehicle,0,0,0
6369,WA,Hybrid,3,3,4
6370,WA,Internal Combustion Engine,571,563,573
6370,WA,Battery Electric Vehicle,0,0,0
6370,WA,Hydrogen Cell Vehicle,0,0,0
6370,WA,Hybrid,3,3,4
6372,WA,Internal Combustion Engine,191,192,202
6372,WA,Battery Electric Vehicle,0,0,0
6372,WA,Hydrogen Cell Vehicle,0,0,0
6372,WA,Hybrid,0,3,0
6373,WA,Internal Combustion Engine,54,52,58
6373,WA,Battery Electric Vehicle,0,0,0
6373,WA,Hydrogen Cell Vehicle,0,0,0
6373,WA,Hybrid,0,0,0
6375,WA,Internal Combustion Engine,1118,1129,1176
6375,WA,Battery Electric Vehicle,0,0,0
6375,WA,Hydrogen Cell Vehicle,0,0,0
6375,WA,Hybrid,6,8,12
6383,WA,Internal Combustion Engine,1070,1065,1074
6383,WA,Battery Electric Vehicle,0,0,0
6383,WA,Hydrogen Cell Vehicle,0,0,0
6383,WA,Hybrid,4,7,9
6384,WA,Internal Combustion Engine,16,14,18
6384,WA,Battery Electric Vehicle,0,0,0
6384,WA,Hydrogen Cell Vehicle,0,0,0
6384,WA,Hybrid,0,0,0
6385,WA,Internal Combustion Engine,9,9,12
6385,WA,Battery Electric Vehicle,0,0,0
6385,WA,Hydrogen Cell Vehicle,0,0,0
6385,WA,Hybrid,0,0,0
6386,WA,Internal Combustion Engine,122,130,125
6386,WA,Battery Electric Vehicle,0,0,0
6386,WA,Hydrogen Cell Vehicle,0,0,0
6386,WA,Hybrid,0,3,3
6390,WA,Internal Combustion Engine,1611,1641,1651
6390,WA,Battery Electric Vehicle,4,4,4
6390,WA,Hydrogen Cell Vehicle,0,0,0
6390,WA,Hybrid,3,6,6
6391,WA,Internal Combustion Engine,1146,1157,1149
6391,WA,Battery Electric Vehicle,0,0,0
6391,WA,Hydrogen Cell Vehicle,0,0,0
6391,WA,Hybrid,4,4,8
6392,WA,Internal Combustion Engine,569,603,634
6392,WA,Battery Electric Vehicle,0,0,0
6392,WA,Hydrogen Cell Vehicle,0,0,0
6392,WA,Hybrid,0,0,0
6393,WA,Internal Combustion Engine,149,148,148
6393,WA,Battery Electric Vehicle,0,0,0
6393,WA,Hydrogen Cell Vehicle,0,0,0
6393,WA,Hybrid,0,3,0
6394,WA,Internal Combustion Engine,259,282,291
6394,WA,Battery Electric Vehicle,0,0,0
6394,WA,Hydrogen Cell Vehicle,0,0,0
6394,WA,Hybrid,0,0,0
6395,WA,Internal Combustion Engine,2113,2093,2102
6395,WA,Battery Electric Vehicle,0,3,3
6395,WA,Hydrogen Cell Vehicle,0,0,0
6395,WA,Hybrid,5,8,11
6396,WA,Internal Combustion Engine,401,435,445
6396,WA,Battery Electric Vehicle,0,0,0
6396,WA,Hydrogen Cell Vehicle,0,0,0
6396,WA,Hybrid,0,0,0
6397,WA,Internal Combustion Engine,100,111,110
6397,WA,Battery Electric Vehicle,0,0,0
6397,WA,Hydrogen Cell Vehicle,0,0,0
6397,WA,Hybrid,0,0,0
6398,WA,Internal Combustion Engine,502,489,525
6398,WA,Battery Electric Vehicle,0,0,0
6398,WA,Hydrogen Cell Vehicle,0,0,0
6398,WA,Hybrid,3,3,8
6401,WA,Internal Combustion Engine,6453,6564,6698
6401,WA,Battery Electric Vehicle,0,5,7
6401,WA,Hydrogen Cell Vehicle,0,0,0
6401,WA,Hybrid,33,54,68
6403,WA,Internal Combustion Engine,257,222,235
6403,WA,Battery Electric Vehicle,0,0,0
6403,WA,Hydrogen Cell Vehicle,0,0,0
6403,WA,Hybrid,0,0,3
6405,WA,Internal Combustion Engine,345,351,361
6405,WA,Battery Electric Vehicle,0,0,0
6405,WA,Hydrogen Cell Vehicle,0,0,0
6405,WA,Hybrid,3,3,4
6407,WA,Internal Combustion Engine,938,943,993
6407,WA,Battery Electric Vehicle,0,0,0
6407,WA,Hydrogen Cell Vehicle,0,0,0
6407,WA,Hybrid,3,6,9
6409,WA,Internal Combustion Engine,467,482,509
6409,WA,Battery Electric Vehicle,3,3,0
6409,WA,Hydrogen Cell Vehicle,0,0,0
6409,WA,Hybrid,3,3,3
6410,WA,Internal Combustion Engine,987,977,1003
6410,WA,Battery Electric Vehicle,0,0,0
6410,WA,Hydrogen Cell Vehicle,0,0,0
6410,WA,Hybrid,0,3,6
6411,WA,Internal Combustion Engine,148,146,141
6411,WA,Battery Electric Vehicle,0,0,0
6411,WA,Hydrogen Cell Vehicle,0,0,0
6411,WA,Hybrid,3,0,3
6412,WA,Internal Combustion Engine,45,41,37
6412,WA,Battery Electric Vehicle,0,0,0
6412,WA,Hydrogen Cell Vehicle,0,0,0
6412,WA,Hybrid,0,0,0
6413,WA,Internal Combustion Engine,63,62,68
6413,WA,Battery Electric Vehicle,0,0,0
6413,WA,Hydrogen Cell Vehicle,0,0,0
6413,WA,Hybrid,0,0,0
6414,WA,Internal Combustion Engine,43,47,45
6414,WA,Battery Electric Vehicle,0,0,0
6414,WA,Hydrogen Cell Vehicle,0,0,0
6414,WA,Hybrid,0,0,0
6415,WA,Internal Combustion Engine,2539,2494,2461
6415,WA,Battery Electric Vehicle,3,0,3
6415,WA,Hydrogen Cell Vehicle,0,0,0
6415,WA,Hybrid,6,12,17
6418,WA,Internal Combustion Engine,743,746,760
6418,WA,Battery Electric Vehicle,0,0,0
6418,WA,Hydrogen Cell Vehicle,0,0,0
6418,WA,Hybrid,0,0,3
6419,WA,Internal Combustion Engine,72,65,71
6419,WA,Battery Electric Vehicle,0,0,0
6419,WA,Hydrogen Cell Vehicle,0,0,0
6419,WA,Hybrid,0,0,0
6420,WA,Internal Combustion Engine,142,126,136
6420,WA,Battery Electric Vehicle,0,0,0
6420,WA,Hydrogen Cell Vehicle,0,0,0
6420,WA,Hybrid,0,0,3
6421,WA,Internal Combustion Engine,186,175,191
6421,WA,Battery Electric Vehicle,0,0,0
6421,WA,Hydrogen Cell Vehicle,0,0,0
6421,WA,Hybrid,0,0,0
6422,WA,Internal Combustion Engine,43,48,51
6422,WA,Battery Electric Vehicle,0,0,0
6422,WA,Hydrogen Cell Vehicle,0,0,0
6422,WA,Hybrid,0,0,0
6423,WA,Internal Combustion Engine,251,245,230
6423,WA,Battery Electric Vehicle,0,0,0
6423,WA,Hydrogen Cell Vehicle,0,0,0
6423,WA,Hybrid,3,0,3
6424,WA,Internal Combustion Engine,79,92,68
6424,WA,Battery Electric Vehicle,0,0,0
6424,WA,Hydrogen Cell Vehicle,0,0,0
6424,WA,Hybrid,0,0,0
6425,WA,Internal Combustion Engine,170,178,187
6425,WA,Battery Electric Vehicle,0,0,0
6425,WA,Hydrogen Cell Vehicle,0,0,0
6425,WA,Hybrid,0,0,0
6426,WA,Internal Combustion Engine,791,796,782
6426,WA,Battery Electric Vehicle,0,0,0
6426,WA,Hydrogen Cell Vehicle,0,0,0
6426,WA,Hybrid,0,3,5
6428,WA,Internal Combustion Engine,51,50,56
6428,WA,Battery Electric Vehicle,0,0,0
6428,WA,Hydrogen Cell Vehicle,0,0,0
6428,WA,Hybrid,0,0,0
6429,WA,Internal Combustion Engine,705,716,729
6429,WA,Battery Electric Vehicle,0,0,0
6429,WA,Hydrogen Cell Vehicle,0,0,0
6429,WA,Hybrid,3,3,3
6430,WA,Internal Combustion Engine,18360,18198,18321
6430,WA,Battery Electric Vehicle,3,5,9
6430,WA,Hydrogen Cell Vehicle,0,0,0
6430,WA,Hybrid,101,162,230
6431,WA,Internal Combustion Engine,150,152,133
6431,WA,Battery Electric Vehicle,0,0,0
6431,WA,Hydrogen Cell Vehicle,0,0,0
6431,WA,Hybrid,0,0,0
6432,WA,Internal Combustion Engine,6069,6085,6013
6432,WA,Battery Electric Vehicle,0,0,3
6432,WA,Hydrogen Cell Vehicle,0,0,0
6432,WA,Hybrid,21,31,35
6434,WA,Internal Combustion Engine,24,25,24
6434,WA,Battery Electric Vehicle,0,0,0
6434,WA,Hydrogen Cell Vehicle,0,0,0
6434,WA,Hybrid,0,0,0
6436,WA,Internal Combustion Engine,82,78,84
6436,WA,Battery Electric Vehicle,0,0,0
6436,WA,Hydrogen Cell Vehicle,0,0,0
6436,WA,Hybrid,0,3,0
6437,WA,Internal Combustion Engine,344,322,351
6437,WA,Battery Electric Vehicle,0,0,0
6437,WA,Hydrogen Cell Vehicle,0,0,0
6437,WA,Hybrid,0,0,0
6438,WA,Internal Combustion Engine,452,437,438
6438,WA,Battery Electric Vehicle,0,0,0
6438,WA,Hydrogen Cell Vehicle,0,0,0
6438,WA,Hybrid,0,3,3
6440,WA,Internal Combustion Engine,323,295,302
6440,WA,Battery Electric Vehicle,0,0,0
6440,WA,Hydrogen Cell Vehicle,0,0,0
6440,WA,Hybrid,0,0,0
6442,WA,Internal Combustion Engine,1974,2032,2047
6442,WA,Battery Electric Vehicle,3,0,0
6442,WA,Hydrogen Cell Vehicle,0,0,0
6442,WA,Hybrid,5,9,12
6443,WA,Internal Combustion Engine,600,578,622
6443,WA,Battery Electric Vehicle,0,0,0
6443,WA,Hydrogen Cell Vehicle,0,0,0
6443,WA,Hybrid,0,0,0
6445,WA,Internal Combustion Engine,221,224,230
6445,WA,Battery Electric Vehicle,0,0,0
6445,WA,Hydrogen Cell Vehicle,0,0,0
6445,WA,Hybrid,3,3,3
6446,WA,Internal Combustion Engine,207,205,207
6446,WA,Battery Electric Vehicle,0,0,0
6446,WA,Hydrogen Cell Vehicle,0,0,0
6446,WA,Hybrid,0,0,3
6447,WA,Internal Combustion Engine,214,239,251
6447,WA,Battery Electric Vehicle,0,0,0
6447,WA,Hydrogen Cell Vehicle,0,0,0
6447,WA,Hybrid,0,0,0
6448,WA,Internal Combustion Engine,376,382,398
6448,WA,Battery Electric Vehicle,0,0,0
6448,WA,Hydrogen Cell Vehicle,0,0,0
6448,WA,Hybrid,0,0,3
6450,WA,Internal Combustion Engine,12126,12342,12615
6450,WA,Battery Electric Vehicle,0,3,3
6450,WA,Hydrogen Cell Vehicle,0,0,0
6450,WA,Hybrid,59,94,137
6452,WA,Internal Combustion Engine,9,0,6
6452,WA,Battery Electric Vehicle,0,0,0
6452,WA,Hydrogen Cell Vehicle,0,0,0
6452,WA,Hybrid,0,0,0
6460,WA,Internal Combustion Engine,812,821,847
6460,WA,Battery Electric Vehicle,0,0,3
6460,WA,Hydrogen Cell Vehicle,0,0,0
6460,WA,Hybrid,0,0,3
6461,WA,Internal Combustion Engine,688,684,708
6461,WA,Battery Electric Vehicle,0,0,0
6461,WA,Hydrogen Cell Vehicle,0,0,0
6461,WA,Hybrid,0,3,4
6462,WA,Internal Combustion Engine,56,58,63
6462,WA,Battery Electric Vehicle,0,0,3
6462,WA,Hydrogen Cell Vehicle,0,0,0
6462,WA,Hybrid,3,3,3
6463,WA,Internal Combustion Engine,3,10,3
6463,WA,Battery Electric Vehicle,0,0,0
6463,WA,Hydrogen Cell Vehicle,0,0,0
6463,WA,Hybrid,0,0,0
6465,WA,Internal Combustion Engine,14,18,29
6465,WA,Battery Electric Vehicle,0,0,0
6465,WA,Hydrogen Cell Vehicle,0,0,0
6465,WA,Hybrid,0,0,0
6466,WA,Internal Combustion Engine,108,104,100
6466,WA,Battery Electric Vehicle,0,0,0
6466,WA,Hydrogen Cell Vehicle,0,0,0
6466,WA,Hybrid,0,0,0
6467,WA,Internal Combustion Engine,23,19,21
6467,WA,Battery Electric Vehicle,0,0,0
6467,WA,Hydrogen Cell Vehicle,0,0,0
6467,WA,Hybrid,0,0,0
6468,WA,Internal Combustion Engine,323,341,338
6468,WA,Battery Electric Vehicle,0,0,0
6468,WA,Hydrogen Cell Vehicle,0,0,0
6468,WA,Hybrid,0,0,3
6470,WA,Internal Combustion Engine,0,9,3
6470,WA,Battery Electric Vehicle,0,0,0
6470,WA,Hydrogen Cell Vehicle,0,0,0
6470,WA,Hybrid,0,0,0
6472,WA,Internal Combustion Engine,227,243,253
6472,WA,Battery Electric Vehicle,0,0,0
6472,WA,Hydrogen Cell Vehicle,0,0,0
6472,WA,Hybrid,0,0,3
6473,WA,Internal Combustion Engine,25,22,21
6473,WA,Battery Electric Vehicle,0,0,0
6473,WA,Hydrogen Cell Vehicle,0,0,0
6473,WA,Hybrid,0,0,0
6475,WA,Internal Combustion Engine,461,471,475
6475,WA,Battery Electric Vehicle,0,0,0
6475,WA,Hydrogen Cell Vehicle,0,0,0
6475,WA,Hybrid,0,3,3
6476,WA,Internal Combustion Engine,24,29,28
6476,WA,Battery Electric Vehicle,0,0,0
6476,WA,Hydrogen Cell Vehicle,0,0,0
6476,WA,Hybrid,0,0,0
6477,WA,Internal Combustion Engine,288,258,271
6477,WA,Battery Electric Vehicle,0,0,0
6477,WA,Hydrogen Cell Vehicle,0,0,0
6477,WA,Hybrid,0,0,3
6479,WA,Internal Combustion Engine,684,681,699
6479,WA,Battery Electric Vehicle,0,0,0
6479,WA,Hydrogen Cell Vehicle,0,0,0
6479,WA,Hybrid,0,0,3
6480,WA,Internal Combustion Engine,27,28,27
6480,WA,Battery Electric Vehicle,0,0,0
6480,WA,Hydrogen Cell Vehicle,0,0,0
6480,WA,Hybrid,0,0,3
6484,WA,Internal Combustion Engine,54,60,55
6484,WA,Battery Electric Vehicle,0,0,0
6484,WA,Hydrogen Cell Vehicle,0,0,0
6484,WA,Hybrid,0,0,0
6485,WA,Internal Combustion Engine,527,537,553
6485,WA,Battery Electric Vehicle,0,0,3
6485,WA,Hydrogen Cell Vehicle,0,0,0
6485,WA,Hybrid,3,0,0
6487,WA,Internal Combustion Engine,64,68,57
6487,WA,Battery Electric Vehicle,0,0,0
6487,WA,Hydrogen Cell Vehicle,0,0,0
6487,WA,Hybrid,0,0,0
6488,WA,Internal Combustion Engine,221,224,232
6488,WA,Battery Electric Vehicle,0,0,0
