Postcode,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
2870,NSW,Hydrogen Cell Vehicle,0,0,0
2870,NSW,Hybrid,63,103,139
2871,NSW,Internal Combustion Engine,7649,7709,7810
2871,NSW,Battery Electric Vehicle,0,0,3
2871,NSW,Hydrogen Cell Vehicle,0,0,0
2871,NSW,Hybrid,47,67,89
2873,NSW,Internal Combustion Engine,643,652,649
2873,NSW,Battery Electric Vehicle,0,0,0
2873,NSW,Hydrogen Cell Vehicle,0,0,0
2873,NSW,Hybrid,3,3,4
2874,NSW,Internal Combustion Engine,406,393,354
2874,NSW,Battery Electric Vehicle,0,0,0
2874,NSW,Hydrogen Cell Vehicle,0,0,0
2874,NSW,Hybrid,3,3,4
2875,NSW,Internal Combustion Engine,780,750,748
2875,NSW,Battery Electric Vehicle,0,0,3
2875,NSW,Hydrogen Cell Vehicle,0,0,0
2875,NSW,Hybrid,8,8,9
2876,NSW,Internal Combustion Engine,460,451,439
2876,NSW,Battery Electric Vehicle,0,0,0
2876,NSW,Hydrogen Cell Vehicle,0,0,0
2876,NSW,Hybrid,3,0,0
2877,NSW,Internal Combustion Engine,3012,3043,2997
2877,NSW,Battery Electric Vehicle,0,0,0
2877,NSW,Hydrogen Cell Vehicle,0,0,0
2877,NSW,Hybrid,14,21,34
2878,NSW,Internal Combustion Engine,275,266,285
2878,NSW,Battery Electric Vehicle,0,0,0
2878,NSW,Hydrogen Cell Vehicle,0,0,0
2878,NSW,Hybrid,0,0,0
2879,NSW,Internal Combustion Engine,453,434,433
2879,NSW,Battery Electric Vehicle,0,0,0
2879,NSW,Hydrogen Cell Vehicle,0,0,0
2879,NSW,Hybrid,0,3,0
2880,NSW,Internal Combustion Engine,13139,13025,12950
2880,NSW,Battery Electric Vehicle,3,4,5
2880,NSW,Hydrogen Cell Vehicle,0,0,0
2880,NSW,Hybrid,37,49,72
2900,ACT,Internal Combustion Engine,2427,2739,3078
2900,ACT,Battery Electric Vehicle,5,10,22
2900,ACT,Hydrogen Cell Vehicle,0,0,0
2900,ACT,Hybrid,73,97,119
2902,ACT,Internal Combustion Engine,11168,11061,11074
2902,ACT,Battery Electric Vehicle,25,42,82
2902,ACT,Hydrogen Cell Vehicle,0,0,0
2902,ACT,Hybrid,135,179,217
2903,ACT,Internal Combustion Engine,6749,6649,6586
2903,ACT,Battery Electric Vehicle,10,16,34
2903,ACT,Hydrogen Cell Vehicle,0,0,0
2903,ACT,Hybrid,94,131,146
2904,ACT,Internal Combustion Engine,9611,9433,9423
2904,ACT,Battery Electric Vehicle,12,30,52
2904,ACT,Hydrogen Cell Vehicle,0,0,0
2904,ACT,Hybrid,143,183,233
2905,ACT,Internal Combustion Engine,21088,20703,20624
2905,ACT,Battery Electric Vehicle,13,31,71
2905,ACT,Hydrogen Cell Vehicle,0,0,0
2905,ACT,Hybrid,225,302,397
2906,ACT,Internal Combustion Engine,13015,12904,12803
2906,ACT,Battery Electric Vehicle,13,29,64
2906,ACT,Hydrogen Cell Vehicle,0,0,0
2906,ACT,Hybrid,145,196,267
2911,ACT,Internal Combustion Engine,4307,4276,4267
2911,ACT,Battery Electric Vehicle,7,20,57
2911,ACT,Hydrogen Cell Vehicle,0,0,0
2911,ACT,Hybrid,90,91,124
2912,ACT,Internal Combustion Engine,4500,4872,4903
2912,ACT,Battery Electric Vehicle,5,20,42
2912,ACT,Hydrogen Cell Vehicle,0,0,0
2912,ACT,Hybrid,111,151,165
2913,ACT,Internal Combustion Engine,24878,25135,26012
2913,ACT,Battery Electric Vehicle,45,95,218
2913,ACT,Hydrogen Cell Vehicle,0,0,0
2913,ACT,Hybrid,439,562,724
2914,ACT,Internal Combustion Engine,19403,19632,19900
2914,ACT,Battery Electric Vehicle,40,102,211
2914,ACT,Hydrogen Cell Vehicle,0,0,0
2914,ACT,Hybrid,444,563,702
3000,VIC,Internal Combustion Engine,20270,21121,20199
3000,VIC,Battery Electric Vehicle,80,137,251
3000,VIC,Hydrogen Cell Vehicle,0,0,0
3000,VIC,Hybrid,872,1259,1612
3002,VIC,Internal Combustion Engine,4352,4443,4174
3002,VIC,Battery Electric Vehicle,26,33,58
3002,VIC,Hydrogen Cell Vehicle,0,0,0
3002,VIC,Hybrid,185,264,294
3003,VIC,Internal Combustion Engine,3465,3842,3821
3003,VIC,Battery Electric Vehicle,7,18,36
3003,VIC,Hydrogen Cell Vehicle,0,0,0
3003,VIC,Hybrid,74,108,156
3004,VIC,Internal Combustion Engine,10779,11451,11983
3004,VIC,Battery Electric Vehicle,57,58,115
3004,VIC,Hydrogen Cell Vehicle,0,0,0
3004,VIC,Hybrid,218,655,1026
3006,VIC,Internal Combustion Engine,11136,11877,12156
3006,VIC,Battery Electric Vehicle,30,67,87
3006,VIC,Hydrogen Cell Vehicle,0,0,0
3006,VIC,Hybrid,188,298,486
3008,VIC,Internal Combustion Engine,6981,7784,8114
3008,VIC,Battery Electric Vehicle,27,57,115
3008,VIC,Hydrogen Cell Vehicle,0,0,0
3008,VIC,Hybrid,208,260,324
3011,VIC,Internal Combustion Engine,12958,13223,13552
3011,VIC,Battery Electric Vehicle,13,30,66
3011,VIC,Hydrogen Cell Vehicle,0,0,0
3011,VIC,Hybrid,253,415,543
3012,VIC,Internal Combustion Engine,19081,18532,19131
3012,VIC,Battery Electric Vehicle,14,26,78
3012,VIC,Hydrogen Cell Vehicle,0,0,0
3012,VIC,Hybrid,248,312,385
3013,VIC,Internal Combustion Engine,9361,9293,9241
3013,VIC,Battery Electric Vehicle,12,29,52
3013,VIC,Hydrogen Cell Vehicle,0,0,0
3013,VIC,Hybrid,93,116,151
3015,VIC,Internal Combustion Engine,11618,11580,11605
3015,VIC,Battery Electric Vehicle,9,15,54
3015,VIC,Hydrogen Cell Vehicle,0,0,0
3015,VIC,Hybrid,108,128,145
3016,VIC,Internal Combustion Engine,11558,11465,11660
3016,VIC,Battery Electric Vehicle,19,39,91
3016,VIC,Hydrogen Cell Vehicle,0,0,0
3016,VIC,Hybrid,112,137,169
3018,VIC,Internal Combustion Engine,9880,9809,9861
3018,VIC,Battery Electric Vehicle,22,31,56
3018,VIC,Hydrogen Cell Vehicle,0,0,0
3018,VIC,Hybrid,62,73,97
3019,VIC,Internal Combustion Engine,6105,6109,6092
3019,VIC,Battery Electric Vehicle,3,4,16
3019,VIC,Hydrogen Cell Vehicle,0,0,0
3019,VIC,Hybrid,92,120,156
3020,VIC,Internal Combustion Engine,31286,30930,31069
3020,VIC,Battery Electric Vehicle,9,28,61
3020,VIC,Hydrogen Cell Vehicle,0,0,0
3020,VIC,Hybrid,474,576,717
3021,VIC,Internal Combustion Engine,34349,33814,33387
3021,VIC,Battery Electric Vehicle,6,11,41
3021,VIC,Hydrogen Cell Vehicle,0,0,0
3021,VIC,Hybrid,472,538,630
3022,VIC,Internal Combustion Engine,2810,2653,2551
3022,VIC,Battery Electric Vehicle,0,0,3
3022,VIC,Hydrogen Cell Vehicle,0,0,0
3022,VIC,Hybrid,36,35,33
3023,VIC,Internal Combustion Engine,43397,43530,43949
3023,VIC,Battery Electric Vehicle,23,54,151
3023,VIC,Hydrogen Cell Vehicle,0,0,0
3023,VIC,Hybrid,607,788,928
3024,VIC,Internal Combustion Engine,18028,19133,20903
3024,VIC,Battery Electric Vehicle,7,24,78
3024,VIC,Hydrogen Cell Vehicle,0,0,0
3024,VIC,Hybrid,223,299,389
3025,VIC,Internal Combustion Engine,9126,9191,10557
3025,VIC,Battery Electric Vehicle,5,9,57
3025,VIC,Hydrogen Cell Vehicle,0,0,0
3025,VIC,Hybrid,61,88,655
3026,VIC,Internal Combustion Engine,6353,7025,7746
3026,VIC,Battery Electric Vehicle,6,12,28
3026,VIC,Hydrogen Cell Vehicle,0,0,0
3026,VIC,Hybrid,147,199,302
3027,VIC,Internal Combustion Engine,5267,5224,5429
3027,VIC,Battery Electric Vehicle,8,22,69
3027,VIC,Hydrogen Cell Vehicle,0,0,0
3027,VIC,Hybrid,110,149,182
3028,VIC,Internal Combustion Engine,19308,18813,18962
3028,VIC,Battery Electric Vehicle,3,9,34
3028,VIC,Hydrogen Cell Vehicle,0,0,0
3028,VIC,Hybrid,160,199,261
3029,VIC,Internal Combustion Engine,76878,80997,86622
3029,VIC,Battery Electric Vehicle,37,124,344
3029,VIC,Hydrogen Cell Vehicle,0,0,0
3029,VIC,Hybrid,1349,1803,2478
3030,VIC,Internal Combustion Engine,77496,77870,79135
3030,VIC,Battery Electric Vehicle,65,163,427
3030,VIC,Hydrogen Cell Vehicle,0,0,0
3030,VIC,Hybrid,980,1180,1460
3031,VIC,Internal Combustion Engine,9723,9537,9483
3031,VIC,Battery Electric Vehicle,4,23,51
3031,VIC,Hydrogen Cell Vehicle,0,0,0
3031,VIC,Hybrid,202,230,277
3032,VIC,Internal Combustion Engine,17442,17437,17676
3032,VIC,Battery Electric Vehicle,29,49,122
3032,VIC,Hydrogen Cell Vehicle,0,0,0
3032,VIC,Hybrid,250,328,365
3033,VIC,Internal Combustion Engine,11129,11241,11397
3033,VIC,Battery Electric Vehicle,7,19,40
3033,VIC,Hydrogen Cell Vehicle,0,0,0
3033,VIC,Hybrid,87,103,143
3034,VIC,Internal Combustion Engine,8034,8019,8033
3034,VIC,Battery Electric Vehicle,0,7,16
3034,VIC,Hydrogen Cell Vehicle,0,0,0
3034,VIC,Hybrid,63,91,107
3036,VIC,Internal Combustion Engine,4771,4685,4673
3036,VIC,Battery Electric Vehicle,3,4,11
3036,VIC,Hydrogen Cell Vehicle,0,0,0
3036,VIC,Hybrid,41,57,75
3037,VIC,Internal Combustion Engine,34737,34464,34538
3037,VIC,Battery Electric Vehicle,11,31,82
3037,VIC,Hydrogen Cell Vehicle,0,0,0
3037,VIC,Hybrid,319,389,519
3038,VIC,Internal Combustion Engine,20330,20034,19852
3038,VIC,Battery Electric Vehicle,17,24,40
3038,VIC,Hydrogen Cell Vehicle,0,0,0
3038,VIC,Hybrid,178,244,264
3039,VIC,Internal Combustion Engine,9634,9643,9808
3039,VIC,Battery Electric Vehicle,14,32,64
3039,VIC,Hydrogen Cell Vehicle,0,0,0
3039,VIC,Hybrid,113,134,173
3040,VIC,Internal Combustion Engine,17506,17378,17638
3040,VIC,Battery Electric Vehicle,30,50,104
3040,VIC,Hydrogen Cell Vehicle,0,0,0
3040,VIC,Hybrid,186,223,261
3041,VIC,Internal Combustion Engine,10780,10888,11178
3041,VIC,Battery Electric Vehicle,15,44,80
3041,VIC,Hydrogen Cell Vehicle,0,0,0
3041,VIC,Hybrid,131,217,307
3042,VIC,Internal Combustion Engine,13601,14437,14498
3042,VIC,Battery Electric Vehicle,6,18,34
3042,VIC,Hydrogen Cell Vehicle,0,0,0
3042,VIC,Hybrid,122,191,408
3043,VIC,Internal Combustion Engine,25930,27069,27830
3043,VIC,Battery Electric Vehicle,14,80,141
3043,VIC,Hydrogen Cell Vehicle,0,0,0
3043,VIC,Hybrid,413,603,998
3044,VIC,Internal Combustion Engine,17637,17453,17580
3044,VIC,Battery Electric Vehicle,8,20,39
3044,VIC,Hydrogen Cell Vehicle,0,0,0
3044,VIC,Hybrid,250,272,306
3045,VIC,Internal Combustion Engine,796,1278,2542
3045,VIC,Battery Electric Vehicle,0,0,12
3045,VIC,Hydrogen Cell Vehicle,0,0,0
3045,VIC,Hybrid,36,62,99
3046,VIC,Internal Combustion Engine,22393,22086,22344
3046,VIC,Battery Electric Vehicle,10,26,59
3046,VIC,Hydrogen Cell Vehicle,0,0,0
3046,VIC,Hybrid,310,336,419
3047,VIC,Internal Combustion Engine,12901,12941,12996
3047,VIC,Battery Electric Vehicle,0,0,11
3047,VIC,Hydrogen Cell Vehicle,0,0,0
3047,VIC,Hybrid,246,261,323
3048,VIC,Internal Combustion Engine,11700,11449,11587
3048,VIC,Battery Electric Vehicle,0,5,9
3048,VIC,Hydrogen Cell Vehicle,0,0,0
3048,VIC,Hybrid,148,173,249
3049,VIC,Internal Combustion Engine,7195,7114,7267
3049,VIC,Battery Electric Vehicle,0,6,17
3049,VIC,Hydrogen Cell Vehicle,0,0,0
3049,VIC,Hybrid,38,61,84
3051,VIC,Internal Combustion Engine,8334,7682,7588
3051,VIC,Battery Electric Vehicle,13,27,54
3051,VIC,Hydrogen Cell Vehicle,0,0,0
3051,VIC,Hybrid,249,269,320
3052,VIC,Internal Combustion Engine,2658,2698,2777
3052,VIC,Battery Electric Vehicle,3,4,16
3052,VIC,Hydrogen Cell Vehicle,0,0,0
3052,VIC,Hybrid,90,128,160
3053,VIC,Internal Combustion Engine,5214,5421,5411
3053,VIC,Battery Electric Vehicle,6,11,22
3053,VIC,Hydrogen Cell Vehicle,0,0,0
3053,VIC,Hybrid,254,297,224
3054,VIC,Internal Combustion Engine,4048,4027,4031
3054,VIC,Battery Electric Vehicle,14,19,35
3054,VIC,Hydrogen Cell Vehicle,0,0,0
3054,VIC,Hybrid,63,75,79
3055,VIC,Internal Combustion Engine,7743,7773,7823
3055,VIC,Battery Electric Vehicle,6,17,31
3055,VIC,Hydrogen Cell Vehicle,0,0,0
3055,VIC,Hybrid,92,117,144
3056,VIC,Internal Combustion Engine,16521,16796,16608
3056,VIC,Battery Electric Vehicle,23,44,104
3056,VIC,Hydrogen Cell Vehicle,0,0,0
3056,VIC,Hybrid,261,284,307
3057,VIC,Internal Combustion Engine,6594,6729,6787
3057,VIC,Battery Electric Vehicle,13,20,37
3057,VIC,Hydrogen Cell Vehicle,0,0,0
3057,VIC,Hybrid,89,103,130
3058,VIC,Internal Combustion Engine,22176,22113,22439
3058,VIC,Battery Electric Vehicle,40,71,117
3058,VIC,Hydrogen Cell Vehicle,0,0,0
3058,VIC,Hybrid,482,535,681
3059,VIC,Internal Combustion Engine,14292,15088,15740
3059,VIC,Battery Electric Vehicle,7,18,51
3059,VIC,Hydrogen Cell Vehicle,0,0,0
3059,VIC,Hybrid,119,194,217
3060,VIC,Internal Combustion Engine,8897,8913,9027
3060,VIC,Battery Electric Vehicle,3,8,20
3060,VIC,Hydrogen Cell Vehicle,0,0,0
3060,VIC,Hybrid,224,273,330
3061,VIC,Internal Combustion Engine,10379,9629,9975
3061,VIC,Battery Electric Vehicle,7,11,15
3061,VIC,Hydrogen Cell Vehicle,0,0,0
3061,VIC,Hybrid,239,258,427
3062,VIC,Internal Combustion Engine,1323,1414,1375
3062,VIC,Battery Electric Vehicle,0,0,5
3062,VIC,Hydrogen Cell Vehicle,0,0,0
3062,VIC,Hybrid,12,44,45
3063,VIC,Internal Combustion Engine,595,587,592
3063,VIC,Battery Electric Vehicle,0,0,0
3063,VIC,Hydrogen Cell Vehicle,0,0,0
3063,VIC,Hybrid,4,7,8
3064,VIC,Internal Combustion Engine,63815,68464,73567
3064,VIC,Battery Electric Vehicle,25,61,179
3064,VIC,Hydrogen Cell Vehicle,0,0,0
3064,VIC,Hybrid,948,1354,1905
3065,VIC,Internal Combustion Engine,5196,5182,5095
3065,VIC,Battery Electric Vehicle,19,37,52
3065,VIC,Hydrogen Cell Vehicle,0,0,0
3065,VIC,Hybrid,106,124,169
3066,VIC,Internal Combustion Engine,5342,5281,5257
3066,VIC,Battery Electric Vehicle,14,25,35
3066,VIC,Hydrogen Cell Vehicle,0,0,0
3066,VIC,Hybrid,102,125,136
3067,VIC,Internal Combustion Engine,4874,4973,5001
3067,VIC,Battery Electric Vehicle,10,21,36
3067,VIC,Hydrogen Cell Vehicle,0,0,0
3067,VIC,Hybrid,75,97,127
3068,VIC,Internal Combustion Engine,9894,9704,9792
3068,VIC,Battery Electric Vehicle,19,35,89
3068,VIC,Hydrogen Cell Vehicle,0,0,0
3068,VIC,Hybrid,158,195,268
3070,VIC,Internal Combustion Engine,13636,13643,13522
3070,VIC,Battery Electric Vehicle,26,50,97
3070,VIC,Hydrogen Cell Vehicle,0,0,0
3070,VIC,Hybrid,273,393,543
3071,VIC,Internal Combustion Engine,10970,10856,11000
3071,VIC,Battery Electric Vehicle,10,21,44
3071,VIC,Hydrogen Cell Vehicle,0,0,0
3071,VIC,Hybrid,118,182,222
3072,VIC,Internal Combustion Engine,23933,23902,23978
3072,VIC,Battery Electric Vehicle,13,26,75
3072,VIC,Hydrogen Cell Vehicle,0,0,0
3072,VIC,Hybrid,267,401,542
3073,VIC,Internal Combustion Engine,31607,30983,31322
3073,VIC,Battery Electric Vehicle,11,35,56
3073,VIC,Hydrogen Cell Vehicle,0,0,0
3073,VIC,Hybrid,350,443,511
3074,VIC,Internal Combustion Engine,17570,17289,17600
3074,VIC,Battery Electric Vehicle,5,11,18
3074,VIC,Hydrogen Cell Vehicle,0,0,0
3074,VIC,Hybrid,202,238,267
3075,VIC,Internal Combustion Engine,14823,14591,14635
3075,VIC,Battery Electric Vehicle,4,11,24
3075,VIC,Hydrogen Cell Vehicle,0,0,0
3075,VIC,Hybrid,132,167,218
3076,VIC,Internal Combustion Engine,23243,23419,24143
3076,VIC,Battery Electric Vehicle,9,22,43
3076,VIC,Hydrogen Cell Vehicle,0,0,0
3076,VIC,Hybrid,236,288,369
3078,VIC,Internal Combustion Engine,8262,8275,8521
3078,VIC,Battery Electric Vehicle,16,32,81
3078,VIC,Hydrogen Cell Vehicle,0,0,0
3078,VIC,Hybrid,107,145,215
3079,VIC,Internal Combustion Engine,11247,11131,11384
3079,VIC,Battery Electric Vehicle,24,59,96
3079,VIC,Hydrogen Cell Vehicle,0,0,0
3079,VIC,Hybrid,150,183,223
3081,VIC,Internal Combustion Engine,9812,9607,9855
3081,VIC,Battery Electric Vehicle,12,20,51
3081,VIC,Hydrogen Cell Vehicle,0,0,0
3081,VIC,Hybrid,145,189,245
3082,VIC,Internal Combustion Engine,21320,20810,20617
3082,VIC,Battery Electric Vehicle,5,15,33
3082,VIC,Hydrogen Cell Vehicle,0,0,0
3082,VIC,Hybrid,174,231,260
3083,VIC,Internal Combustion Engine,21698,21266,21427
3083,VIC,Battery Electric Vehicle,16,30,69
3083,VIC,Hydrogen Cell Vehicle,0,0,0
3083,VIC,Hybrid,226,256,339
3084,VIC,Internal Combustion Engine,17898,17684,17702
3084,VIC,Battery Electric Vehicle,22,49,100
3084,VIC,Hydrogen Cell Vehicle,0,0,0
3084,VIC,Hybrid,207,267,312
3085,VIC,Internal Combustion Engine,8880,8843,8862
3085,VIC,Battery Electric Vehicle,7,18,43
3085,VIC,Hydrogen Cell Vehicle,0,0,0
3085,VIC,Hybrid,77,93,116
3087,VIC,Internal Combustion Engine,6002,5946,5853
3087,VIC,Battery Electric Vehicle,7,12,23
3087,VIC,Hydrogen Cell Vehicle,0,0,0
3087,VIC,Hybrid,30,41,60
3088,VIC,Internal Combustion Engine,19463,19154,19115
3088,VIC,Battery Electric Vehicle,23,39,60
3088,VIC,Hydrogen Cell Vehicle,0,0,0
3088,VIC,Hybrid,127,172,218
3089,VIC,Internal Combustion Engine,9318,9405,9474
3089,VIC,Battery Electric Vehicle,14,19,37
3089,VIC,Hydrogen Cell Vehicle,0,0,0
3089,VIC,Hybrid,57,76,102
3090,VIC,Internal Combustion Engine,2129,2157,2195
3090,VIC,Battery Electric Vehicle,3,3,6
3090,VIC,Hydrogen Cell Vehicle,0,0,0
3090,VIC,Hybrid,15,19,21
3091,VIC,Internal Combustion Engine,1562,1542,1555
3091,VIC,Battery Electric Vehicle,4,9,8
3091,VIC,Hydrogen Cell Vehicle,0,0,0
3091,VIC,Hybrid,11,15,17
3093,VIC,Internal Combustion Engine,3005,2933,2949
3093,VIC,Battery Electric Vehicle,9,12,20
3093,VIC,Hydrogen Cell Vehicle,0,0,0
3093,VIC,Hybrid,26,35,47
3094,VIC,Internal Combustion Engine,6411,6340,6317
3094,VIC,Battery Electric Vehicle,7,10,21
3094,VIC,Hydrogen Cell Vehicle,0,0,0
3094,VIC,Hybrid,47,63,80
3095,VIC,Internal Combustion Engine,21613,21464,21423
3095,VIC,Battery Electric Vehicle,33,59,117
3095,VIC,Hydrogen Cell Vehicle,0,0,0
3095,VIC,Hybrid,184,230,294
3096,VIC,Internal Combustion Engine,1510,1480,1489
3096,VIC,Battery Electric Vehicle,3,0,6
3096,VIC,Hydrogen Cell Vehicle,0,0,0
3096,VIC,Hybrid,11,12,14
3097,VIC,Internal Combustion Engine,1371,1356,1338
3097,VIC,Battery Electric Vehicle,3,3,8
3097,VIC,Hydrogen Cell Vehicle,0,0,0
3097,VIC,Hybrid,16,16,17
3099,VIC,Internal Combustion Engine,4219,4210,4192
3099,VIC,Battery Electric Vehicle,3,8,19
3099,VIC,Hydrogen Cell Vehicle,0,0,0
3099,VIC,Hybrid,23,28,32
3101,VIC,Internal Combustion Engine,16270,15696,15808
3101,VIC,Battery Electric Vehicle,79,133,235
3101,VIC,Hydrogen Cell Vehicle,0,0,0
3101,VIC,Hybrid,318,362,468
3102,VIC,Internal Combustion Engine,4517,4456,4587
3102,VIC,Battery Electric Vehicle,11,25,46
3102,VIC,Hydrogen Cell Vehicle,0,0,0
3102,VIC,Hybrid,62,66,90
3103,VIC,Internal Combustion Engine,10497,10314,10265
3103,VIC,Battery Electric Vehicle,33,53,111
3103,VIC,Hydrogen Cell Vehicle,0,0,0
3103,VIC,Hybrid,183,213,244
3104,VIC,Internal Combustion Engine,13785,13765,13743
3104,VIC,Battery Electric Vehicle,36,62,156
3104,VIC,Hydrogen Cell Vehicle,0,0,0
3104,VIC,Hybrid,245,275,308
3105,VIC,Internal Combustion Engine,8086,7967,7925
3105,VIC,Battery Electric Vehicle,5,15,44
3105,VIC,Hydrogen Cell Vehicle,0,0,0
3105,VIC,Hybrid,111,130,169
3106,VIC,Internal Combustion Engine,12444,12379,12480
3106,VIC,Battery Electric Vehicle,35,53,111
3106,VIC,Hydrogen Cell Vehicle,0,0,0
3106,VIC,Hybrid,158,201,237
3107,VIC,Internal Combustion Engine,9475,9449,9411
3107,VIC,Battery Electric Vehicle,4,19,49
3107,VIC,Hydrogen Cell Vehicle,0,0,0
3107,VIC,Hybrid,105,142,159
3108,VIC,Internal Combustion Engine,17855,17690,18256
3108,VIC,Battery Electric Vehicle,21,68,185
3108,VIC,Hydrogen Cell Vehicle,0,0,0
3108,VIC,Hybrid,264,369,432
3109,VIC,Internal Combustion Engine,19978,20054,20094
3109,VIC,Battery Electric Vehicle,22,42,102
3109,VIC,Hydrogen Cell Vehicle,0,0,0
3109,VIC,Hybrid,276,361,459
3111,VIC,Internal Combustion Engine,9100,9053,9049
3111,VIC,Battery Electric Vehicle,26,42,72
3111,VIC,Hydrogen Cell Vehicle,0,0,0
3111,VIC,Hybrid,110,137,169
3113,VIC,Internal Combustion Engine,6855,6859,6813
3113,VIC,Battery Electric Vehicle,16,28,54
3113,VIC,Hydrogen Cell Vehicle,0,0,0
3113,VIC,Hybrid,73,87,106
3114,VIC,Internal Combustion Engine,3289,3197,3167
3114,VIC,Battery Electric Vehicle,6,12,32
3114,VIC,Hydrogen Cell Vehicle,0,0,0
3114,VIC,Hybrid,28,35,48
3115,VIC,Internal Combustion Engine,3379,3304,3333
3115,VIC,Battery Electric Vehicle,6,6,11
3115,VIC,Hydrogen Cell Vehicle,0,0,0
3115,VIC,Hybrid,17,21,25
3116,VIC,Internal Combustion Engine,8464,8553,8705
3116,VIC,Battery Electric Vehicle,7,10,23
3116,VIC,Hydrogen Cell Vehicle,0,0,0
3116,VIC,Hybrid,56,63,92
3121,VIC,Internal Combustion Engine,22319,22676,22734
3121,VIC,Battery Electric Vehicle,103,153,247
3121,VIC,Hydrogen Cell Vehicle,0,0,0
3121,VIC,Hybrid,255,352,450
3122,VIC,Internal Combustion Engine,13705,13452,13529
3122,VIC,Battery Electric Vehicle,47,77,127
3122,VIC,Hydrogen Cell Vehicle,0,0,0
3122,VIC,Hybrid,189,213,275
3123,VIC,Internal Combustion Engine,9343,9193,9341
3123,VIC,Battery Electric Vehicle,25,42,95
3123,VIC,Hydrogen Cell Vehicle,0,0,0
3123,VIC,Hybrid,141,218,273
3124,VIC,Internal Combustion Engine,14779,14444,14412
3124,VIC,Battery Electric Vehicle,57,87,178
3124,VIC,Hydrogen Cell Vehicle,0,0,0
3124,VIC,Hybrid,259,300,352
3125,VIC,Internal Combustion Engine,10257,10250,10494
3125,VIC,Battery Electric Vehicle,11,40,86
3125,VIC,Hydrogen Cell Vehicle,0,0,0
3125,VIC,Hybrid,120,188,234
3126,VIC,Internal Combustion Engine,5579,5376,5364
3126,VIC,Battery Electric Vehicle,32,46,77
3126,VIC,Hydrogen Cell Vehicle,0,0,0
3126,VIC,Hybrid,72,96,98
3127,VIC,Internal Combustion Engine,12501,12394,12305
3127,VIC,Battery Electric Vehicle,24,52,126
3127,VIC,Hydrogen Cell Vehicle,0,0,0
3127,VIC,Hybrid,145,189,254
3128,VIC,Internal Combustion Engine,12937,13133,13399
3128,VIC,Battery Electric Vehicle,24,51,113
3128,VIC,Hydrogen Cell Vehicle,0,0,0
3128,VIC,Hybrid,229,312,404
3129,VIC,Internal Combustion Engine,10959,10763,10879
3129,VIC,Battery Electric Vehicle,16,30,78
3129,VIC,Hydrogen Cell Vehicle,0,0,0
3129,VIC,Hybrid,140,162,207
3130,VIC,Internal Combustion Engine,22361,22189,22594
3130,VIC,Battery Electric Vehicle,26,48,146
3130,VIC,Hydrogen Cell Vehicle,0,0,0
3130,VIC,Hybrid,367,439,546
3131,VIC,Internal Combustion Engine,16269,16434,16536
3131,VIC,Battery Electric Vehicle,22,91,172
3131,VIC,Hydrogen Cell Vehicle,0,0,0
3131,VIC,Hybrid,211,288,356
3132,VIC,Internal Combustion Engine,11776,11617,11908
3132,VIC,Battery Electric Vehicle,19,33,70
3132,VIC,Hydrogen Cell Vehicle,0,0,0
3132,VIC,Hybrid,128,162,207
3133,VIC,Internal Combustion Engine,15959,15899,15836
3133,VIC,Battery Electric Vehicle,12,24,78
3133,VIC,Hydrogen Cell Vehicle,0,0,0
3133,VIC,Hybrid,229,269,349
3134,VIC,Internal Combustion Engine,25982,25833,26032
3134,VIC,Battery Electric Vehicle,26,50,118
3134,VIC,Hydrogen Cell Vehicle,0,0,0
3134,VIC,Hybrid,230,284,376
3135,VIC,Internal Combustion Engine,13485,13369,13341
3135,VIC,Battery Electric Vehicle,17,30,57
3135,VIC,Hydrogen Cell Vehicle,0,0,0
3135,VIC,Hybrid,118,168,220
3136,VIC,Internal Combustion Engine,33050,32996,33106
3136,VIC,Battery Electric Vehicle,31,48,91
3136,VIC,Hydrogen Cell Vehicle,0,0,0
3136,VIC,Hybrid,220,308,409
3137,VIC,Internal Combustion Engine,11640,11718,11881
3137,VIC,Battery Electric Vehicle,3,9,27
3137,VIC,Hydrogen Cell Vehicle,0,0,0
3137,VIC,Hybrid,47,69,98
3138,VIC,Internal Combustion Engine,15715,15741,15817
3138,VIC,Battery Electric Vehicle,7,11,36
3138,VIC,Hydrogen Cell Vehicle,0,0,0
3138,VIC,Hybrid,108,147,205
3139,VIC,Internal Combustion Engine,12531,12669,12710
3139,VIC,Battery Electric Vehicle,4,5,13
3139,VIC,Hydrogen Cell Vehicle,0,0,0
3139,VIC,Hybrid,47,73,93
3140,VIC,Internal Combustion Engine,14366,14366,14598
3140,VIC,Battery Electric Vehicle,13,16,39
3140,VIC,Hydrogen Cell Vehicle,0,0,0
3140,VIC,Hybrid,77,111,162
3141,VIC,Internal Combustion Engine,12664,12529,12676
3141,VIC,Battery Electric Vehicle,54,78,158
3141,VIC,Hydrogen Cell Vehicle,0,0,0
3141,VIC,Hybrid,136,180,219
3142,VIC,Internal Combustion Engine,9864,9565,9542
3142,VIC,Battery Electric Vehicle,75,127,176
3142,VIC,Hydrogen Cell Vehicle,0,0,0
3142,VIC,Hybrid,160,181,211
3143,VIC,Internal Combustion Engine,5928,5759,5667
